FID,Geocodigo,Nome,MoradDPPOColetDomicServLimpTot,MoradDPPOColetTot,MoradDPPODepCacambServLimpTot,MoradDPPOTot,PercMoradDPPOColetDomicServLimpTot,PercMoradDPPOColetTot,PercMoradDPPODepCacambServLimpTot
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-402,4305850,Coqueiros do Sul - RS,1490,1740,250,2209,67.45,78.77,11.32
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-401,4305871,Coronel Barros - RS,1585,1848,263,2808,56.45,65.81,9.37
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-400,4305900,Coronel Bicaco - RS,4721,4974,253,6137,76.93,81.05,4.12
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3ff,5207402,Edéia - GO,10315,10765,450,11640,88.62,92.48,3.87
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3fe,5207501,Estrela do Norte - GO,2903,2930,27,3205,90.58,91.42,0.84
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3fc,5207535,Faina - GO,3969,4336,367,7036,56.41,61.63,5.22
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3fb,5207600,Fazenda Nova - GO,3883,4059,176,5864,66.22,69.22,3
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3fa,5207808,Firminópolis - GO,9171,9495,324,10359,88.53,91.66,3.13
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3f9,5207907,Flores de Goiás - GO,4662,4711,49,13395,34.8,35.17,0.37
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3f8,4305934,Coronel Pilar - RS,1194,1417,223,1607,74.3,88.18,13.88
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3f7,4305959,Cotiporã - RS,2600,3738,1138,3833,67.83,97.52,29.69
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3f6,4305975,Coxilha - RS,2077,2136,59,2667,77.88,80.09,2.21
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3f5,4306007,Crissiumal - RS,9033,9720,687,12814,70.49,75.85,5.36
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3f4,5208004,Formosa - GO,105294,106842,1548,114798,91.72,93.07,1.35
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3f2,5208103,Formoso - GO,3784,3790,6,4658,81.24,81.37,0.13
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3f1,5208152,Gameleira de Goiás - GO,1855,2061,206,3455,53.69,59.65,5.96
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3f0,5208301,Divinópolis de Goiás - GO,3597,3722,125,4457,80.7,83.51,2.8
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3ef,5208400,Goianápolis - GO,13230,13494,264,13876,95.34,97.25,1.9
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3ee,5208509,Goiandira - GO,4438,4759,321,4958,89.51,95.99,6.47
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3ed,5208608,Goianésia - GO,69911,71015,1104,73263,95.42,96.93,1.51
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3ec,5208707,Goiânia - GO,1336254,1430949,94695,1434426,93.16,99.76,6.6
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3eb,5208806,Goianira - GO,70444,71154,710,71826,98.08,99.06,0.99
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3ea,5208905,Goiás - GO,17879,18908,1029,23919,74.75,79.05,4.3
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3e9,4306056,Cristal - RS,6407,6472,65,7281,88,88.89,0.89
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3e8,4306072,Cristal do Sul - RS,1477,1529,52,2689,54.93,56.86,1.93
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3e7,4306106,Cruz Alta - RS,53655,56946,3291,58594,91.57,97.19,5.62
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3e6,5209101,Goiatuba - GO,33419,33613,194,35481,94.19,94.74,0.55
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3e5,5209150,Gouvelândia - GO,3756,3910,154,4381,85.73,89.25,3.52
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3e4,5209200,Guapó - GO,17582,18642,1060,19530,90.03,95.45,5.43
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3e2,5209291,Guaraíta - GO,1431,1632,201,2188,65.4,74.59,9.19
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3e1,5209408,Guarani de Goiás - GO,2275,2354,79,4082,55.73,57.67,1.94
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3e0,5209457,Guarinos - GO,1372,1438,66,2159,63.55,66.6,3.06
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3df,5209606,Heitoraí - GO,2277,2723,446,3344,68.09,81.43,13.34
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3de,4306130,Cruzaltense - RS,579,579,,1635,35.41,35.41,
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3dd,4306205,Cruzeiro do Sul - RS,6266,11340,5074,11468,54.64,98.88,44.24
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3dc,4308078,Fazenda Vilanova - RS,4128,4252,124,4281,96.43,99.32,2.9
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3db,5209705,Hidrolândia - GO,23128,25271,2143,27625,83.72,91.48,7.76
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3da,5209804,Hidrolina - GO,2806,2953,147,3543,79.2,83.35,4.15
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3d9,5209903,Iaciara - GO,8950,9289,339,10564,84.72,87.93,3.21
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3d8,5209937,Inaciolândia - GO,5217,5315,98,5886,88.63,90.3,1.66
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3d7,5209952,Indiara - GO,15119,15513,394,16997,88.95,91.27,2.32
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3d5,5210000,Inhumas - GO,49338,49852,514,51892,95.08,96.07,0.99
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3d3,5210109,Ipameri - GO,22318,23447,1129,25407,87.84,92.29,4.44
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3d2,5210158,Ipiranga de Goiás - GO,1958,2127,169,2912,67.24,73.04,5.8
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3d1,5210208,Iporá - GO,32671,33113,442,35341,92.45,93.7,1.25
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3d0,5210307,Israelândia - GO,1911,2094,183,2502,76.38,83.69,7.31
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3cf,5210406,Itaberaí - GO,39113,40170,1057,44616,87.67,90.03,2.37
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3ce,5210562,Itaguari - GO,4572,4716,144,4963,92.12,95.02,2.9
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3cd,5210604,Itaguaru - GO,4234,4339,105,4894,86.51,88.66,2.15
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3cb,5210802,Itajá - GO,3392,3709,317,4366,77.69,84.95,7.26
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3ca,5210901,Itapaci - GO,19351,19515,164,21056,91.9,92.68,0.78
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3c9,5211008,Itapirapuã - GO,5972,6423,451,7979,74.85,80.5,5.65
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3c8,5211206,Itapuranga - GO,21012,22916,1904,25933,81.02,88.37,7.34
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3c7,5211305,Itarumã - GO,3972,4629,657,6069,65.45,76.27,10.83
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3c6,5211404,Itauçu - GO,6773,7028,255,7647,88.57,91.91,3.33
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3c5,5211503,Itumbiara - GO,103528,104828,1300,107289,96.49,97.71,1.21
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3c4,5211602,Ivolândia - GO,1459,1582,123,2679,54.46,59.05,4.59
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3c3,5211701,Jandaia - GO,4682,4980,298,6269,74.68,79.44,4.75
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3c2,5211800,Jaraguá - GO,39328,40562,1234,45058,87.28,90.02,2.74
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3c1,5211909,Jataí - GO,99046,100866,1820,104967,94.36,96.09,1.73
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3bf,4306304,David Canabarro - RS,3882,3945,63,4318,89.9,91.36,1.46
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3be,4306320,Derrubadas - RS,1585,1652,67,2751,57.62,60.05,2.44
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3bd,4306353,Dezesseis de Novembro - RS,1497,2104,607,2507,59.71,83.93,24.21
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3bc,4306379,Dilermando de Aguiar - RS,1042,2372,1330,2806,37.13,84.53,47.4
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3ba,4306403,Dois Irmãos - RS,30109,30519,410,30596,98.41,99.75,1.34
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3b9,4306429,Dois Irmãos das Missões - RS,1623,1632,9,2090,77.66,78.09,0.43
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3b8,5212006,Jaupaci - GO,2204,2244,40,2837,77.69,79.1,1.41
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3b7,5212055,Jesúpolis - GO,1837,1956,119,2123,86.53,92.13,5.61
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3b6,5212105,Joviânia - GO,6548,6835,287,7106,92.15,96.19,4.04
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3b5,5212204,Jussara - GO,15875,16689,814,19491,81.45,85.62,4.18
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3b3,5212253,Lagoa Santa - GO,1013,1199,186,1389,72.93,86.32,13.39
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3b2,5212303,Leopoldo de Bulhões - GO,5726,6756,1030,8641,66.27,78.19,11.92
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-3b1,5212501,Luziânia - GO,189050,194835,5785,207911,90.93,93.71,2.78
